IP Address,Port,Country,Anonymity,Speed
103.199.157.137,12551,TR,Transparent (NOA),2ms
222.221.247.114,8730,TH,Elite (HIA),82ms
82.194.133.209,8080,HK,Elite (HIA),2ms
149.20.253.93,25812,BR,Elite (HIA),2ms
178.254.168.130,4153,JP,Elite (HIA),1ms
61.19.110.30,30277,US,Elite (HIA),87ms
47.243.168.116,80,ID,Elite (HIA),2ms
170.82.231.253,4145,UA,Elite (HIA),27.9s
132.226.7.23,4153,ID,Transparent (NOA),1ms
172.67.181.197,5678,ID,Elite (HIA),4ms
103.51.44.5,8080,US,Elite (HIA),2ms
93.171.224.51,1585,KZ,Elite (HIA),2ms
36.89.252.122,10043,BR,Elite (HIA),1ms
103.10.61.186,4153,AR,Elite (HIA),2ms
98.111.251.101,1080,BD,Elite (HIA),3ms
89.219.34.146,8080,BR,Elite (HIA),1ms
177.223.224.17,26730,BW,Elite (HIA),2ms
181.5.209.34,5678,US,Elite (HIA),2ms
103.58.74.2,51346,CA,Elite (HIA),27.7s
45.233.0.1,80,NL,Elite (HIA),27.7s
154.70.151.73,9057,US,Elite (HIA),86ms
104.131.94.90,80,US,Elite (HIA),95ms
104.18.44.93,80,HK,Elite (HIA),92ms
185.162.128.135,10080,NL,Elite (HIA),7ms
154.16.146.45,9050,CN,Elite (HIA),87ms
154.16.146.45,21212,CL,Elite (HIA),2ms
47.243.95.228,51963,TH,Elite (HIA),97ms
185.36.132.223,4153,TH,Elite (HIA),2ms
121.205.69.62,4145,SG,Elite (HIA),83ms
190.121.21.211,4153,CN,Elite (HIA),2ms
159.192.143.241,33080,US,Elite (HIA),1ms
1.10.133.132,443,HK,Elite (HIA),3ms
110.34.166.178,10900,SG,Elite (HIA),2ms
116.8.109.106,443,TR,Elite (HIA),1ms
43.153.55.253,15924,GB,Elite (HIA),1ms
47.242.155.132,16614,BR,Elite (HIA),3ms
43.134.164.175,31337,BD,Elite (HIA),2ms
31.206.38.40,4145,CN,Elite (HIA),31.3s
178.62.79.49,10808,BR,Transparent (NOA),3ms
186.251.255.113,55713,JP,Elite (HIA),2ms
103.229.85.54,12009,DE,Elite (HIA),1ms
159.75.49.140,58351,IN,Elite (HIA),2ms
177.38.245.109,1080,AR,Elite (HIA),2ms
45.77.182.170,5678,NL,Elite (HIA),2ms
155.133.83.109,5836,TH,Elite (HIA),2ms
103.8.40.140,4145,ID,Elite (HIA),82ms
186.13.38.191,1080,CN,Elite (HIA),3ms
136.144.237.16,1080,CO,Elite (HIA),3ms
110.78.146.161,5678,VN,Elite (HIA),1ms
121.101.131.91,7497,BD,Elite (HIA),1ms
183.62.58.37,5678,RU,Elite (HIA),2ms
181.78.13.91,1080,IR,Elite (HIA),2ms
103.110.84.199,1080,MY,Elite (HIA),2ms
103.214.156.40,4145,IN,Elite (HIA),2ms
89.19.177.197,80,CN,Elite (HIA),3ms
78.38.108.194,44844,BG,Elite (HIA),8ms
103.58.16.5,41313,VN,Elite (HIA),2ms
139.59.90.141,4153,IR,Elite (HIA),1ms
119.134.110.43,5678,CA,Elite (HIA),1ms
89.25.23.210,80,CG,Elite (HIA),1ms
117.2.155.245,4145,CN,Elite (HIA),5ms
178.252.189.2,8908,US,Elite (HIA),2ms
104.16.143.127,47370,FR,Elite (HIA),3ms
197.157.254.34,49320,CN,Elite (HIA),3ms
114.231.243.232,7890,TH,Elite (HIA),1ms
70.126.33.226,4153,CO,Elite (HIA),3ms
51.68.87.157,5678,KR,Elite (HIA),2ms
116.62.240.85,8080,DE,Elite (HIA),1ms
125.27.107.121,30000,EC,Elite (HIA),2ms
201.184.233.178,5678,BG,Elite (HIA),2ms
61.4.234.239,4153,AL,Elite (HIA),2ms
5.9.147.197,5678,JP,Elite (HIA),1ms
190.63.174.18,443,IN,Elite (HIA),1ms
82.103.116.126,1080,IN,Elite (HIA),1ms
91.187.120.12,4145,UA,Elite (HIA),3ms
43.153.174.137,5678,GB,Elite (HIA),2ms
103.47.93.239,80,DE,Elite (HIA),7ms
103.12.246.41,61968,MT,Elite (HIA),1ms
37.54.134.7,5678,US,Elite (HIA),2ms
185.162.229.70,48331,RU,Elite (HIA),1ms
192.46.233.158,3128,IN,Elite (HIA),3ms
213.165.160.251,4145,DE,Elite (HIA),2ms
67.168.245.6,10007,IN,Elite (HIA),2ms
217.150.40.189,1080,CA,Elite (HIA),2ms
103.66.233.153,80,HU,Elite (HIA),2ms
165.225.24.50,5678,CA,Elite (HIA),2ms
103.47.93.113,80,TH,Elite (HIA),82ms
104.21.66.184,5678,CA,Elite (HIA),82ms
213.16.81.147,26589,FR,Elite (HIA),4ms
104.22.37.236,27445,ID,Elite (HIA),2ms
110.78.152.199,4153,RO,Elite (HIA),2ms
157.185.157.151,4145,ID,Elite (HIA),5ms
146.59.243.35,4145,CA,Elite (HIA),2ms
103.94.133.92,13335,US,Elite (HIA),2ms
217.115.213.187,31661,IR,Elite (HIA),2ms
103.210.35.40,1080,HK,Elite (HIA),2ms
104.18.166.99,33126,TR,Elite (HIA),2ms
184.168.146.10,3389,US,Elite (HIA),2ms
78.38.108.195,4145,US,Elite (HIA),3ms
43.134.204.249,5432,BR,Elite (HIA),2ms
185.81.153.162,5678,CN,Elite (HIA),2ms
142.54.232.6,1080,ZA,Elite (HIA),2ms
45.196.148.191,5678,IN,Elite (HIA),2ms
177.155.130.97,5678,PR,Elite (HIA),2ms
123.59.100.243,4153,CA,Elite (HIA),2ms
168.253.196.6,80,KZ,Elite (HIA),2ms
117.241.133.31,80,MW,Elite (HIA),4ms
139.60.183.10,4673,US,Elite (HIA),84ms
104.16.224.33,18931,ID,Elite (HIA),87ms
31.43.179.160,4145,LT,Elite (HIA),2ms
196.216.11.135,80,ID,Elite (HIA),2ms
159.203.114.105,5678,RU,Elite (HIA),2ms
45.112.125.60,23525,VN,Elite (HIA),2ms
194.31.55.41,5555,CN,Elite (HIA),2ms
103.79.152.203,4134,US,Elite (HIA),1ms
188.124.36.212,443,RU,Elite (HIA),2ms
14.225.254.160,3629,IR,Elite (HIA),1ms
117.24.80.192,5678,BZ,Elite (HIA),2ms
43.153.30.185,80,US,Elite (HIA),3ms
178.212.65.61,46293,RU,Elite (HIA),3ms
81.91.157.134,1080,SC,Elite (HIA),2ms
203.30.190.46,4145,SC,Elite (HIA),3ms
208.113.153.30,4145,BR,Elite (HIA),2ms
195.178.197.71,4153,US,Elite (HIA),82ms
197.234.13.66,5432,TR,Elite (HIA),2ms
197.234.13.66,808,CN,Elite (HIA),3ms
201.48.125.221,1080,FR,Elite (HIA),2ms
45.196.144.152,777,TH,Elite (HIA),2ms
185.220.226.128,8080,BR,Elite (HIA),1ms
180.121.174.94,4145,LS,Elite (HIA),2ms
134.119.190.185,10081,ID,Elite (HIA),2ms
125.27.253.117,5678,UA,Elite (HIA),3ms
177.86.201.108,48805,TZ,Elite (HIA),2ms
154.66.108.9,3043,MY,Elite (HIA),2ms
36.94.234.177,21491,ID,Elite (HIA),2ms
109.251.197.33,194,FR,Elite (HIA),87ms
197.250.15.58,18545,BR,Elite (HIA),1ms
47.254.241.21,4153,TH,Elite (HIA),2ms
202.159.60.145,80,RS,Elite (HIA),2ms
193.70.113.238,1080,BR,Elite (HIA),2ms
179.107.51.47,4153,HK,Elite (HIA),1ms
119.46.68.228,8765,BR,Elite (HIA),1ms
212.69.12.193,4145,IN,Elite (HIA),82ms
177.38.5.124,4145,EC,Elite (HIA),2ms
43.128.51.21,37163,CA,Elite (HIA),3ms
177.125.163.178,80,KH,Elite (HIA),2ms
103.66.233.225,4145,ES,Elite (HIA),82ms
170.246.85.109,60008,AU,Elite (HIA),2ms
104.18.136.28,40938,GB,Elite (HIA),2ms
202.124.43.254,80,KZ,Elite (HIA),3ms
80.59.233.178,5678,US,Elite (HIA),2ms
111.220.90.41,5432,US,Elite (HIA),2ms
185.162.231.226,21127,CN,Elite (HIA),1ms
146.120.176.86,57114,TH,Elite (HIA),2ms
45.196.150.222,45330,NL,Elite (HIA),1ms
49.51.69.212,443,ID,Elite (HIA),5ms
222.129.37.92,5678,CN,Elite (HIA),2ms
118.174.46.146,33333,ID,Elite (HIA),1ms
178.132.4.53,4153,IR,Elite (HIA),2ms
36.94.110.49,3629,ZA,Elite (HIA),2ms
1.116.150.186,31518,CN,Elite (HIA),2ms
103.79.96.201,80,US,Elite (HIA),3ms
46.209.22.250,80,IR,Elite (HIA),1ms
197.245.170.6,4153,US,Elite (HIA),2ms
101.231.66.130,5432,AR,Elite (HIA),2ms
34.117.70.177,1080,BR,Elite (HIA),82ms
185.171.54.36,4153,UA,Elite (HIA),2ms
45.196.151.43,5678,IN,Elite (HIA),1ms
190.107.240.214,4153,TR,Elite (HIA),2ms
177.93.76.26,5004,BD,Elite (HIA),2ms
37.52.13.164,1080,AR,Elite (HIA),82ms
103.83.105.167,80,DE,Elite (HIA),2ms
194.31.64.197,51167,NP,Elite (HIA),2ms
103.140.205.133,57230,ID,Elite (HIA),2ms
190.210.186.241,4153,SG,Elite (HIA),2ms
5.189.153.171,60879,PL,Elite (HIA),2ms
103.28.86.241,51155,BD,Elite (HIA),3ms
103.79.96.202,5678,BD,Elite (HIA),1ms
128.199.114.221,4145,CN,Elite (HIA),96ms
46.227.37.73,44844,US,Elite (HIA),3ms
123.200.9.30,80,ID,Elite (HIA),91ms
203.76.103.62,5678,TH,Elite (HIA),22.7s
114.220.154.35,4145,CN,Elite (HIA),26.1s
35.196.18.239,8060,ID,Elite (HIA),3ms
36.89.85.49,55443,VN,Elite (HIA),2ms
134.236.115.147,80,RO,Elite (HIA),3ms
47.112.224.70,8080,BR,Elite (HIA),91ms
202.180.20.10,4145,US,Elite (HIA),1ms
38.54.30.6,31653,IR,Elite (HIA),86ms
185.247.224.85,3128,AR,Elite (HIA),2ms
177.184.67.1,1080,TH,Elite (HIA),3ms
98.162.25.7,44550,FR,Elite (HIA),2ms
185.128.153.79,9050,US,Elite (HIA),2ms
190.188.78.8,80,UA,Elite (HIA),82ms
180.183.225.91,4153,HK,Elite (HIA),95ms
37.187.108.156,1080,US,Elite (HIA),2ms
172.67.181.103,40750,US,Elite (HIA),2ms
93.171.224.46,10019,DE,Elite (HIA),3ms
152.32.186.145,30000,BG,Elite (HIA),2ms
209.126.104.38,1080,CA,Elite (HIA),2ms
174.100.109.131,36077,ID,Elite (HIA),5ms
5.9.141.151,4145,ES,Elite (HIA),3ms
212.233.164.245,4153,SG,Elite (HIA),2ms
192.99.35.177,29492,BD,Elite (HIA),3ms
119.82.242.60,35158,CA,Elite (HIA),1ms
5.83.94.8,80,GB,Elite (HIA),3ms
128.199.218.40,80,BR,Elite (HIA),2ms
103.245.205.142,4145,VN,Elite (HIA),2ms
104.25.194.175,35050,CN,Elite (HIA),2ms
185.162.228.48,10800,MK,Elite (HIA),2ms
192.12.113.255,5678,US,Elite (HIA),2ms
116.118.48.208,80,ID,Elite (HIA),2ms
60.211.195.150,4153,CN,Elite (HIA),2ms
79.125.195.102,3256,US,Elite (HIA),2ms
172.64.80.55,3128,BR,Elite (HIA),5ms
119.18.158.130,55290,FR,Elite (HIA),3ms
123.171.42.232,7497,US,Elite (HIA),2ms
34.110.150.54,80,ID,Elite (HIA),2ms
177.73.248.38,48617,US,Elite (HIA),2ms
151.80.33.46,8080,US,Elite (HIA),2ms
72.52.131.65,39593,ES,,2ms
202.50.202.109,5678,,Elite (HIA),2ms
138.197.208.93,,ES,Elite (HIA),3ms
8.39.228.209,5678,IR,Elite (HIA),2ms
92.119.74.249,9999,US,Elite (HIA),2ms
,39593,VN,Elite (HIA),82ms
92.119.74.249,1080,CN,Elite (HIA),85ms
185.81.96.226,44844,PL,Elite (HIA),2ms
8.39.228.209,1080,VN,Elite (HIA),2ms
116.103.151.218,4145,CN,Elite (HIA),2ms
49.70.225.42,80,VN,Elite (HIA),2ms
91.90.114.237,5678,IQ,Elite (HIA),2ms
1.55.241.4,33041,NL,Elite (HIA),2ms
203.119.147.187,30112,CN,Elite (HIA),2ms
222.255.139.134,10800,ID,Elite (HIA),2ms
5.1.104.67,8080,KR,Elite (HIA),22.2s
91.232.105.99,4145,GB,Elite (HIA),28.1s
58.18.43.34,4153,DE,Transparent (NOA),2ms
182.253.159.153,13096,VE,Elite (HIA),84ms
119.199.225.148,999,US,Elite (HIA),83ms
80.229.194.203,80,CN,Elite (HIA),4ms
75.119.150.125,22,US,Elite (HIA),2ms
190.121.239.195,44550,US,Elite (HIA),1ms
74.48.7.43,97,RS,Elite (HIA),4ms
120.77.171.171,5678,IR,Elite (HIA),2ms
167.71.171.26,808,HK,Elite (HIA),4ms
5.161.42.131,443,TH,Elite (HIA),88ms
212.200.161.241,5678,ID,Elite (HIA),1ms
185.105.237.129,61221,TH,Elite (HIA),3ms
8.210.69.108,4145,FI,Elite (HIA),2ms
14.207.206.27,55445,FR,Elite (HIA),2ms
118.99.73.213,14126,CN,Elite (HIA),1ms
61.7.138.171,23456,US,Elite (HIA),2ms
95.217.52.14,10800,CN,Elite (HIA),82ms
134.119.221.137,1080,CA,Elite (HIA),82ms
60.212.201.154,80,KH,Elite (HIA),2ms
192.210.196.222,4145,CZ,Elite (HIA),3ms
111.199.70.169,4153,UA,Elite (HIA),81ms
104.23.126.8,30759,CN,Elite (HIA),2ms
203.176.141.166,5678,NL,Elite (HIA),2ms
81.162.199.169,2817,CN,Elite (HIA),85ms
176.98.95.105,3829,GB,Elite (HIA),1ms
219.152.172.102,1088,US,Elite (HIA),4ms
157.245.77.149,443,US,Elite (HIA),3ms
117.24.80.210,19090,IR,Elite (HIA),2ms
81.199.14.14,1080,TH,Elite (HIA),29.6s
43.153.81.60,4145,VG,Elite (HIA),2ms
165.227.31.218,80,TH,Transparent (NOA),7ms
193.56.118.1,4145,NO,Elite (HIA),83ms
110.78.149.159,3128,RU,Elite (HIA),2ms
203.34.28.99,7894,US,Elite (HIA),2ms
134.236.118.74,58438,CO,Elite (HIA),2ms
147.12.46.62,4153,GB,Elite (HIA),87ms
89.208.30.16,80,CL,Elite (HIA),2ms
208.109.39.171,5678,CN,Elite (HIA),2ms
190.0.244.146,53335,TR,Elite (HIA),82ms
185.162.229.127,4145,EC,Elite (HIA),3ms
200.54.28.123,5678,ES,Elite (HIA),4ms
222.186.133.13,31979,BZ,Elite (HIA),3ms
185.169.181.11,80,BR,Elite (HIA),3ms
186.46.166.50,3629,RU,Elite (HIA),85ms
51.77.73.78,80,VG,Elite (HIA),2ms
203.30.189.85,80,IN,Elite (HIA),2ms
187.95.80.141,1080,TH,Elite (HIA),81ms
193.124.189.13,4145,SC,Elite (HIA),82ms
203.24.103.131,4145,BR,Elite (HIA),2ms
103.47.93.245,5678,UA,Elite (HIA),2ms
110.78.147.112,5678,TH,Elite (HIA),2ms
197.234.13.12,4145,BR,Elite (HIA),86ms
131.100.40.84,5678,IN,Elite (HIA),1ms
45.135.235.132,1080,ES,Elite (HIA),83ms
118.172.228.137,3128,IQ,Elite (HIA),3ms
177.128.120.85,1080,ES,Elite (HIA),2ms
103.47.93.223,61056,US,Elite (HIA),1ms
2.138.19.228,80,ID,Elite (HIA),4ms
5.11.17.230,5678,IR,Elite (HIA),5ms
82.223.121.72,808,RU,Elite (HIA),82ms
23.231.34.48,51549,BR,Elite (HIA),3ms
124.109.22.174,4145,CA,Elite (HIA),2ms
185.105.237.157,80,RU,Elite (HIA),86ms
89.237.35.129,41883,CN,Elite (HIA),82ms
168.205.217.41,24289,BR,Elite (HIA),2ms
104.16.81.76,4153,TH,Elite (HIA),3ms
193.106.73.102,5678,CZ,Elite (HIA),8ms
150.158.135.201,5678,US,Elite (HIA),3ms
177.131.16.66,53623,BR,Elite (HIA),3ms
183.89.41.115,4145,SG,Elite (HIA),2ms
79.170.253.232,17880,DE,Elite (HIA),1ms
104.255.170.65,30000,VN,Elite (HIA),2ms
177.125.206.40,5678,TH,Elite (HIA),3ms
139.180.210.227,5678,IN,Elite (HIA),2ms
5.9.169.87,4145,IR,Elite (HIA),86ms
116.102.244.96,5678,CY,Elite (HIA),3ms
182.53.129.81,5678,UA,Elite (HIA),1ms
103.69.20.38,5678,IR,Elite (HIA),82ms
88.135.44.138,4153,IN,Elite (HIA),1ms
212.174.171.22,49467,US,Elite (HIA),1ms
176.126.136.74,40392,CZ,Elite (HIA),2ms
37.152.163.238,5678,SG,Elite (HIA),3ms
159.89.173.152,443,CA,Elite (HIA),
47.254.90.85,18020,DE,Elite (HIA),5ms
217.197.151.181,443,TR,,3ms
8.219.150.127,4153,,Elite (HIA),82ms
192.99.37.195,,US,Elite (HIA),86ms
43.157.44.79,,US,Elite (HIA),82ms
85.99.122.164,18240,CN,Elite (HIA),2ms
,4145,VE,Elite (HIA),2ms
,24388,BR,Elite (HIA),1ms
137.184.102.16,9064,CN,Elite (HIA),2ms
104.200.135.46,296,GB,Elite (HIA),82ms
58.214.64.68,1080,IN,Elite (HIA),1ms
186.94.94.31,16838,US,Elite (HIA),2ms
138.255.227.5,1080,KE,Elite (HIA),2ms
153.99.224.114,15745,TH,Elite (HIA),2ms
54.38.72.186,5678,SK,Elite (HIA),2ms
103.47.93.225,4145,VN,Elite (HIA),1ms
75.119.201.156,1080,AZ,Elite (HIA),2ms
197.232.47.122,51980,US,Elite (HIA),82ms
180.183.2.61,4153,PL,Elite (HIA),2ms
31.134.99.130,10001,ID,Elite (HIA),2ms
103.82.20.108,22027,IN,Elite (HIA),82ms
185.32.44.157,5678,US,Elite (HIA),1ms
156.239.144.87,8080,HK,Elite (HIA),1ms
51.83.133.132,443,LV,Elite (HIA),2ms
202.75.111.129,1080,BR,Elite (HIA),2ms
45.126.168.178,33427,AM,Elite (HIA),83ms
43.153.81.153,26751,BO,Elite (HIA),2ms
159.138.43.96,4153,GB,Elite (HIA),87ms
91.135.80.66,4153,IN,Elite (HIA),2ms
186.251.254.253,8080,US,Elite (HIA),84ms
109.75.47.204,4145,BR,Elite (HIA),2ms
181.115.232.158,443,GB,Elite (HIA),2ms
51.89.14.193,31337,TH,Elite (HIA),2ms
103.59.203.209,80,TW,Elite (HIA),2ms
45.79.230.234,4145,BR,Elite (HIA),2ms
186.251.255.41,60080,IR,Elite (HIA),2ms
185.238.228.96,4153,BD,Elite (HIA),2ms
171.5.13.78,4153,TH,Elite (HIA),3ms
128.14.226.130,4145,DE,Elite (HIA),94ms
170.81.108.46,7497,IN,Elite (HIA),1ms
88.135.41.236,52570,ES,Elite (HIA),82ms
103.140.83.94,2150,HU,Elite (HIA),2ms
1.179.220.211,3128,BR,Elite (HIA),2ms
46.101.159.153,45264,CN,Elite (HIA),88ms
119.235.49.121,4153,CA,Elite (HIA),2ms
83.63.155.6,24001,US,Elite (HIA),2ms
185.205.249.24,56084,AT,Elite (HIA),3ms
170.81.108.44,12345,CN,Elite (HIA),2ms
139.196.186.157,4153,CA,Elite (HIA),3ms
167.99.180.31,8000,DE,Elite (HIA),2ms
147.182.228.141,80,IN,Elite (HIA),2ms
80.122.170.182,443,CN,Elite (HIA),2ms
101.33.200.32,1088,FR,Elite (HIA),3ms
104.21.194.182,24388,IN,Elite (HIA),82ms
195.201.19.84,10423,CA,Elite (HIA),2ms
117.202.20.69,4145,KR,Elite (HIA),2ms
175.155.181.10,80,IN,Elite (HIA),3ms
195.154.49.91,4145,BY,Elite (HIA),1ms
103.105.40.21,1080,CA,Elite (HIA),84ms
104.20.75.132,5678,RU,Elite (HIA),2ms
121.134.198.156,2057,SG,Elite (HIA),91ms
103.47.93.220,1256,CA,Elite (HIA),1ms
178.168.208.4,4153,TH,Elite (HIA),1ms
104.17.197.90,80,RU,Elite (HIA),3ms
188.133.155.215,4145,ZA,Elite (HIA),5ms
110.34.166.184,1080,IR,Elite (HIA),3ms
104.21.64.208,4153,SG,Elite (HIA),82ms
110.78.149.221,4145,LS,Elite (HIA),3ms
92.124.143.26,8000,US,Elite (HIA),1ms
213.150.221.198,10081,ID,Elite (HIA),2ms
91.106.90.134,7497,US,Elite (HIA),2ms
165.22.52.130,1080,US,Elite (HIA),2ms
154.66.108.19,21754,CN,Elite (HIA),4ms
192.81.216.55,443,TH,Elite (HIA),82ms
114.7.161.18,4145,US,Elite (HIA),82ms
5.252.177.252,8080,CN,Elite (HIA),2ms
43.153.108.126,8800,SG,Elite (HIA),83ms
113.74.26.116,44844,ID,Elite (HIA),1ms
14.207.206.223,9050,US,Elite (HIA),86ms
104.129.192.55,4145,CZ,Elite (HIA),2ms
113.86.204.187,5678,DE,Elite (HIA),2ms
178.128.84.253,5678,GE,Elite (HIA),2ms
45.112.125.55,11127,TH,Elite (HIA),2ms
162.255.108.254,4153,FR,Elite (HIA),1ms
217.197.151.182,4145,GB,Elite (HIA),2ms
139.162.182.54,45177,US,Elite (HIA),2ms
185.189.208.65,80,FR,Elite (HIA),2ms
1.1.237.88,8800,US,Elite (HIA),7ms
51.68.87.73,8080,CN,Elite (HIA),2ms
185.162.229.112,808,UA,Elite (HIA),1ms
104.129.199.34,3629,RU,Elite (HIA),2ms
103.85.230.241,55774,PH,Elite (HIA),2ms
155.138.238.14,3629,IN,Elite (HIA),2ms
14.115.105.63,13629,IN,Elite (HIA),1ms
195.225.48.177,4153,UA,Elite (HIA),2ms
194.28.56.49,5678,TH,Elite (HIA),2ms
124.105.29.181,5678,IT,Elite (HIA),2ms
103.60.138.33,4145,BD,Elite (HIA),2ms
103.38.205.69,4153,CN,Elite (HIA),2ms
91.226.35.37,10801,BR,Elite (HIA),83ms
116.58.232.99,1080,MX,Elite (HIA),1ms
93.48.228.247,1080,HU,Elite (HIA),83ms
58.147.171.109,7497,IT,Elite (HIA),1ms
117.94.222.70,4145,HK,Elite (HIA),2ms
200.152.107.102,4145,IT,Elite (HIA),1ms
187.191.53.155,1080,IT,Elite (HIA),2ms
89.132.207.82,4145,US,Elite (HIA),82ms
109.73.181.155,4145,US,Elite (HIA),5ms
43.154.173.221,46656,US,Elite (HIA),2ms
109.73.181.155,40081,BR,Elite (HIA),2ms
2.229.249.153,4485,BR,Elite (HIA),2ms
38.127.172.161,26316,RS,Elite (HIA),7.4s
178.128.151.87,4145,CN,Elite (HIA),3ms
51.81.31.169,1080,NL,Elite (HIA),82ms
177.93.78.9,6111,CA,Elite (HIA),2ms
177.184.67.81,80,UA,Elite (HIA),1ms
95.140.124.173,8118,IN,Elite (HIA),1ms
119.23.108.149,5678,CN,Elite (HIA),82ms
188.114.99.171,1080,IN,Elite (HIA),2ms
141.195.112.22,7890,IQ,Elite (HIA),82ms
91.222.113.175,13405,RU,Elite (HIA),2ms
103.47.93.203,50321,UA,Elite (HIA),2ms
43.248.191.83,7777,US,Elite (HIA),2ms
103.47.93.195,1099,CA,Elite (HIA),1ms
188.72.6.98,9000,CA,Elite (HIA),3ms
89.223.122.218,80,BD,Elite (HIA),2ms
178.212.199.95,80,HK,Elite (HIA),2ms
199.188.89.136,47239,BR,Elite (HIA),2ms
104.16.241.204,59394,ID,Elite (HIA),1ms
104.16.105.198,8080,BR,Elite (HIA),11.0s
45.125.222.97,4145,FI,Elite (HIA),3ms
8.210.206.107,52104,US,Transparent (NOA),3ms
187.76.1.146,23992,BR,Elite (HIA),2ms
103.232.66.137,10180,BD,Elite (HIA),83ms
177.223.63.26,20183,IN,Elite (HIA),30.4s
65.21.131.87,5678,US,Elite (HIA),30.4s
216.107.129.67,4145,BR,Transparent (NOA),1ms
201.91.248.67,80,ID,Elite (HIA),1ms
202.53.172.76,5678,NL,Elite (HIA),2ms
103.66.233.177,66,US,Elite (HIA),1ms
199.60.103.126,80,CL,Elite (HIA),1ms
179.189.196.52,29313,PL,Elite (HIA),3ms
36.93.130.218,4153,PL,Elite (HIA),2ms
188.166.56.246,5678,CN,Elite (HIA),2ms
45.63.70.67,3629,ID,Elite (HIA),2ms
143.255.176.161,7302,TR,Elite (HIA),3ms
89.161.90.155,3125,SG,Elite (HIA),2ms
185.81.106.52,4145,DE,Elite (HIA),2ms
115.159.65.66,25693,FR,Elite (HIA),1ms
103.124.136.138,45698,IR,Elite (HIA),2ms
185.169.181.19,41580,BR,Elite (HIA),82ms
51.79.248.215,58154,NL,Elite (HIA),82ms
5.183.179.117,4145,TH,Elite (HIA),2ms
149.202.164.5,14368,CZ,Elite (HIA),1ms
185.108.164.176,4145,BZ,Elite (HIA),2ms
138.97.0.87,4145,US,Elite (HIA),2ms
89.38.97.57,80,TH,Elite (HIA),2ms
1.2.222.221,24067,BR,Elite (HIA),2ms
185.94.7.236,8080,FI,Elite (HIA),3ms
203.24.109.80,4153,CN,Elite (HIA),1ms
43.153.97.127,24940,BR,Elite (HIA),1ms
110.77.171.70,8877,KH,Elite (HIA),3ms
45.233.3.1,3629,GB,Elite (HIA),2ms
65.108.232.45,53945,NL,Elite (HIA),2ms
47.111.179.60,80,BR,Elite (HIA),1ms
45.235.148.5,80,TH,Elite (HIA),1ms
203.223.44.102,5678,DE,Elite (HIA),2ms
45.12.31.104,4153,SC,Elite (HIA),83ms
165.231.101.229,48139,AT,Elite (HIA),2ms
191.7.189.184,4145,PK,Elite (HIA),1ms
202.44.228.36,5678,ID,Elite (HIA),2ms
88.198.165.115,4153,BR,Elite (HIA),1ms
197.234.13.24,5678,US,Elite (HIA),2ms
37.186.5.16,4145,DE,Elite (HIA),7ms
202.163.72.74,5678,CD,Elite (HIA),1ms
202.183.9.154,9050,IR,Elite (HIA),1ms
192.12.113.247,12391,IR,Elite (HIA),2ms
63.239.150.226,5678,RS,Elite (HIA),4ms
188.68.52.220,1080,CO,Elite (HIA),2ms
41.174.152.29,52116,ID,Elite (HIA),2ms
5.202.120.214,35483,GE,Elite (HIA),2ms
78.38.108.199,4145,IN,Elite (HIA),2ms
188.255.244.83,8080,US,Elite (HIA),3ms
152.204.128.46,5678,US,Elite (HIA),2ms
45.112.125.58,56970,BD,Elite (HIA),2ms
31.146.60.54,34368,CL,Elite (HIA),3ms
103.85.103.129,59362,BR,Elite (HIA),95ms
107.150.50.226,31337,VG,Elite (HIA),82ms
104.139.74.25,5678,CN,Elite (HIA),1ms
45.251.231.213,40034,CN,Elite (HIA),1ms
181.114.232.57,3128,DE,Elite (HIA),3ms
179.191.23.38,38801,US,Elite (HIA),2ms
208.91.197.18,11103,DE,Elite (HIA),2ms
59.32.37.90,15160,BR,Elite (HIA),2ms
119.130.165.4,30199,FI,Elite (HIA),1ms
173.212.248.58,4153,RU,Elite (HIA),86ms
79.141.160.83,1080,TH,Elite (HIA),2ms
159.65.116.119,4145,US,Elite (HIA),3ms
179.99.202.210,4145,US,Elite (HIA),2ms
95.216.201.74,12192,VN,Elite (HIA),1ms
78.29.4.218,48324,MX,Elite (HIA),3ms
134.236.117.98,4007,UA,Elite (HIA),1ms
157.230.186.18,4145,HK,Elite (HIA),1ms
96.70.52.227,4153,ID,Elite (HIA),2ms
171.241.47.172,4003,PL,Elite (HIA),2ms
189.174.143.230,5678,HK,Elite (HIA),2ms
91.225.170.25,5678,US,Elite (HIA),2ms
103.213.245.105,4003,US,Elite (HIA),2ms
182.253.158.181,443,BR,Elite (HIA),2ms
80.52.223.98,14061,RS,Elite (HIA),2ms
103.213.245.105,4145,GE,Elite (HIA),82ms
43.153.81.168,1080,CA,Elite (HIA),3ms
68.183.111.115,5678,BD,Elite (HIA),2ms
168.227.158.29,80,ID,Elite (HIA),1ms
178.253.200.209,5678,SG,Elite (HIA),2ms
94.43.64.47,443,FR,Elite (HIA),3ms
172.67.182.96,443,IN,Elite (HIA),2ms
180.211.158.90,24474,US,Elite (HIA),2ms
202.159.35.225,23196,ID,Elite (HIA),2ms
8.219.135.23,21969,CN,Elite (HIA),1ms
163.172.115.17,5678,RU,Elite (HIA),2ms
159.89.163.18,5100,RU,Elite (HIA),3ms
38.127.179.100,1080,PK,Elite (HIA),82ms
